So Number,Line,Item Id,Description,Qty,Uom,Price,Extended Price,Cost,Price Source,Requested Date,Promised Date,Shipped Qty,Line Status,Ship To Id
SO-26315,2,TIMI-1014,Timing Belt 1.000,1,EA,75.71,75.71,49.480000000000004,Price List C,2026-01-26,2026-01-26,1,Shipped,KBD-CUST0025-S1
SO-26315,3,SPRO-1076,Sprocket 5/16-18,1,EA,17.16,17.16,13.24,Price List C,2026-01-21,2026-01-24,1,Shipped,KBD-CUST0025-S1
SO-26315,4,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",50,EA,4.6,230.0,3.55,Price List C,2026-01-24,2026-01-31,50,Shipped,KBD-CUST0025-S1
SO-26315,5,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,3,EA,199.14,597.42,135.75,Price List C,2026-01-21,2026-01-28,3,Shipped,KBD-CUST0025-S1
SO-26316,1,TIMI-1020,Timing Belt 5/16-18,100,EA,69.3,6930.0,52.03,Price List C,2025-07-06,2025-07-13,100,Shipped ,KBD-CUST0031-S1
SO-26316,2,SPRO-1061,Sprocket #50,100,EA,109.19,10919.0,87.28,Price List C,29-Jun-2025,2025-06-29,100,Shipped,KBD-CUST0031-S1
SO-26316,3,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,8688.61,8688.61,7046.72,Price List C,2025-07-17,2025-07-17,1,Shipped,KBD-CUST0031-S1
SO-26317,1,MOUN-1034,Mounted Ball Bearing Unit M12,2,EA,42.77,85.54,23.82,Price List B,2026-01-31,2026-02-01 ,2,Shipped,KBD-CUST0006-S1
SO-26317,2,SPRO-1015,Sprocket 3/8-16,4,EA,99.19,396.76,74.58,Price List B,2026-01-30,02/06/26,4,Shipped,KBD-CUST0006-S1
SO-26317,3,AC-1063,AC Motor TEFC 3/4-10,2,EA,2135.12,4270.24,1677.24,Price List B,2026-01-12,2026-01-15,2,Shipped,KBD-CUST0006-S1
SO-26318,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",6,BX,56.79,340.74,44.75,Price List C,2026-01-28,2026-01-31,6,Shipped,KBD-CUST0016-S1
SO-26318,2,CONV-1052,Conveyor Drive Package size 4,5,EA,3640.77,18203.85,2311.6,Price List C,2026-01-10,2026-01-10,5,Shipped ,KBD-CUST0016-S1
SO-26318,3,TIMI-1075,Timing Belt 1.000,25,EA,96.26,2406.5,72.76,Price List C,2026-01-29,2026-01-29 ,25,Shipped,KBD-CUST0016-S1
SO-26319,1,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,1,EA,1558.19,1558.19,1180.0,Price List B,2025-11-11,"Nov 14, 2025",1,Shipped,KBD-CUST0006-S1
SO-26319,2,SHEA-1082,Sheave / Pulley 1/4-20,1,EA,301.38,301.38,186.61,Price List B,2025-10-28,2025-10-28,1,Shipped,KBD-CUST0006-S1
SO-26319,3,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,183.5,183.5,109.13,Price List B,2025-11-01,2025-11-01,1,Shipped,KBD-CUST0006-S1
SO-26319,4,SPRO-1027,Sprocket 1/4-20,1,EA,97.04,97.04,77.98,Price List B ,2025-11-12,2025-11-12,1,Shipped,KBD-CUST0006-S1
SO-26320,1,SHEA-1082,Sheave / Pulley 1/4-20,1,EA,285.52,285.52,186.61,Price List C,2025-10-20,2025-10-23,1,Shipped,KBD-CUST0016-S1
SO-26320,2,SPRO-1011,Sprocket #60,2,EA,201.54,403.08,118.48,Price List C,"Oct 29, 2025",2025-11-05,2,Shipped,KBD-CUST0016-S1
SO-26320,3,SPRO-1002,Sprocket 1/4-20,1,EA ,85.33,85.33,65.84,Price List C,2025-10-18,2025-10-18,1,Shipped,KBD-CUST0016-S1
SO-26320,4,SPRO-1011,Sprocket #60,5,EA,201.54,1007.7,118.48,Price List C,2025-10-19,2025-10-19,5,Shipped,KBD-CUST0016-S1
SO-26320,5,SHEA-1007,Sheave / Pulley 2.000,1,EA,190.62,190.62,129.94,Price List C,2025-10-29,2025-10-29,1,Shipped,KBD-CUST0016-S1
SO-26321,1,SHEA-1064,Sheave / Pulley M12,5,EA,228.0,1140.0,139.88,Price List A,2026-02-20,2026-02-20,5,Shipped,KBD-CUST0019-S1
SO-26321,2,AC-1048,AC Motor TEFC M6,3,EA,2530.93,7592.79,1745.47,Price List A,2026-03-18,2026-03-21,3,Shipped,KBD-CUST0019-S1
SO-26322,1,TIMI-1071,Timing Belt 5/8-11,50,EA,107.11,5355.5,74.85000000000001,Price List C,06/04/25,06/04/25,50,Shipped,KBD-CUST0016-S1
SO-26322,2,SPRO-1004,Sprocket 3/8-16,10,EA,50.89,508.9,42.84,Price List C,2025-06-13,2025-06-13,10,Shipped,KBD-CUST0016-S1
SO-26323,1,SPRO-1078,Sprocket M6,100,EA,101.65,10165.0,69.25,Price List D,2025-10-13,2025-10-16,100,Shipped,KBD-CUST0011-S1
SO-26323,2,SPRO-1041,Sprocket M6,200,EA,52.76,10552.0,35.35,Price List D,2025-10-17,2025-10-20,200,Shipped,KBD-CUST0011-S1
SO-26323,3,TIMI-1014,Timing Belt 1.000,1,EA,60.7,60.7,49.480000000000004,Manual override,2025-10-06,2025-10-06,1,Shipped,KBD-CUST0011-S1
SO-26323,4,SHEA-1035,Sheave / Pulley 1.000,3,EA,170.5,511.5,148.52,Price List D,2025-10-12,2025-10-19,3,Shipped,KBD-CUST0011-S1
SO-26324,1,CONV-1023,Conveyor Drive Package 3/4-10,3,EA,6500.83,19502.49,3652.15,Price List A,12-Oct-2025,2025-10-12,3,Shipped,KBD-CUST0017-S1
SO-26325,1,SPRO-1047,Sprocket #80,10,EA,20.96,209.6,13.77,Manual override,08/11/2025,2025-08-14,0,Open,KBD-CUST0003-S1
SO-26325,2,AC-1057,AC Motor TEFC M10,5,EA ,1174.91,5874.55,687.08,Price List A,2025-08-08,2025-08-08,5,Shipped,KBD-CUST0003-S1
SO-26325,3,SHEA-1003,Sheave / Pulley #50,5,EA,322.94,1614.7,235.72,Price List A,2025-08-09,2025-08-12,5,Shipped,KBD-CUST0003-S1
SO-26325,4,SPRO-1009,Sprocket size 8,25,EA,42.7,1067.5,24.54,Price List A,2025-07-31,2025-07-31,25,Shipped,KBD-CUST0003-S1
SO-26326,1,TIMI-1020,Timing Belt 5/16-18,50,EA,66.53,3326.5,52.03,Manual override,2025-07-19,2025-07-22,50,Shipped,KBD-CUST0005-S1
SO-26327,1,GEAR-1084,Gear Reducer M6,3,EA,5318.78,15956.34,3456.0,Price List C,2025-12-25,2025-12-25,3,Shipped,KBD-CUST0028-S1
SO-26327,2,SHEA-1049,Sheave / Pulley size 4,5,EA,249.88,1249.4,153.4,Price List C,"Jan 07, 2026",2026-01-14,5,Shipped,KBD-CUST0028-S1
SO-26327,3,TIMI-1075,Timing Belt 1.000,100,EA,96.26,9626.0,72.76,Price List C,2026-01-18,2026-01-21,100,Shipped,KBD-CUST0028-S1
SO-26327,4,AC-1048,AC Motor TEFC M6,1,EA,2277.84,2277.84,1745.47,Price List C,2026-01-17,2026-01-17,1,Shipped,KBD-CUST0028-S1
SO-26327,5,SPRO-1078,Sprocket M6,12,EA,111.56,1338.72,69.25,Price List C,2026-01-16,2026-01-16,12,Shipped,KBD-CUST0028-S1
SO-26328,1,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,183.5,183.5,109.13,Price List B,"Feb 14, 2026",2026-02-17,1,Shipped,KBD-CUST0021-S1
SO-26329,1,SHEA-1037,Sheave / Pulley 1.375,200,EA,171.37,34274.0,99.06,Price List A,2026-02-24,2026-02-24,200,Shipped,KBD-CUST0008-S1
SO-26329,2,GEAR-1016,Gear Reducer size 6,5,EA,3375.24,16876.2,2265.26,Price List A,2026-02-14,2026-02-14,5,Shipped,KBD-CUST0008-S1
SO-26330,1,ROLL-1053,Roller Chain ANSI #80,6,EA,129.24,775.44,86.10000000000001,Price List B,2025-07-27,2025-08-03,6,Shipped,KBD-CUST0006-S1
SO-26330,2,SPRO-1078,Sprocket M6,4,EA,117.76,471.04,69.25,Price List B,"Jul 23, 2025",2025-07-26,4,Shipped,KBD-CUST0006-S1
SO-26331,1,CONV-1065,Conveyor Drive Package #80,1,EA,4551.33,4551.33,2903.56,Price List B,2026-04-15,2026-04-18,0,Open,KBD-CUST0030-S1
SO-26331,2,SHEA-1037 ,Sheave / Pulley 1.375,12,EA,162.8,1953.6,99.06,Price List B,2026-04-06,04/09/2026,0,Open,KBD-CUST0030-S1
SO-26331,3,AC-1085,AC Motor TEFC M6,1,EA,507.31,507.31,365.76,Price List B,2026-03-28,2026-03-29,0,Open,KBD-CUST0030-S1
SO-26331,4,AC-1063,AC Motor TEFC 3/4-10,1,EA,2135.12,2135.12,1677.24,Price List B,2026-03-26,2026-03-26,1,Shipped,KBD-CUST0030-S1
SO-26331,5,SPRO-1027,Sprocket 1/4-20,100,EA,97.04,9704.0,77.98,Price List B,2026-04-18,2026-04-25,0,Open,KBD-CUST0030-S1 
SO-26332,1,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,8688.61,8688.61,7046.72,Price List C,2026-03-23 ,2026-03-23,1,Shipped,KBD-CUST0016-S1
SO-26332,2,GEAR-1066,Gear Reducer 1.000,5,EA,1588.8,7944.0,1270.02,Price List C,2026-03-25,2026-03-28,0,Open,KBD-CUST0016-S1
SO-26333,1,SPRO-1011,Sprocket #60,2,EA,212.73,425.46,118.48,Price List B,2026-04-09,2026-04-12,0,Open,KBD-CUST0007-S1
SO-26334,1,TIMI-1075,Timing Belt 1.000,10,EA,101.61,1016.1,72.76,Price List B,2025-06-25,2025-06-25,10,Shipped,KBD-CUST0030-S1 
SO-26334,2,SPRO-1004,Sprocket 3/8-16,12,EA,53.72,644.64,42.84,Price List B,2025-06-28,2025-07-05,0,Open,KBD-CUST0030-S1
SO-26335,1,ROLL-1026,Roller Chain ANSI #50,1,EA,237.75,237.75,129.92000000000002,Price List A,2026-01-02,2026-01-02,1,Shipped,KBD-CUST0008-S1
SO-26335,2,MOUN-1031,Mounted Ball Bearing Unit 1.500,50,EA,58.56,2928.0,38.78,Price List A,12/31/25,2026-01-07,50,Shipped,KBD-CUST0008-S1
SO-26335,3,SPRO-1027,Sprocket 1/4-20,4,EA,102.15,408.6,77.98,Price List A,2025-12-17,2025-12-18,4,Shipped,KBD-CUST0008-S1
SO-26335,4,SHEA-1077,Sheave / Pulley #60,4,EA,120.32,481.28,67.98,Price List A,2025-12-16,2025-12-16,4,Shipped,KBD-CUST0008-S1
SO-26335,5,SPRO-1061,Sprocket #50,1,EA,121.32,121.32,87.28,Price List A,2025-12-14,12/15/2025,1,Shipped,KBD-CUST0008-S1
SO-26336,1,SPRO-1070,Sprocket M12,1,EA,38.17,38.17,22.96,Manual override,2025-06-30,30-Jun-2025,1,Shipped,KBD-CUST0008-S1
SO-26336,2,SPRO-1078,Sprocket M6,12,EA,123.96,1487.52,69.25,Price List A,2025-06-15,2025-06-15,12,Shipped,KBD-CUST0008-S1
SO-26336,3,CONV-1013,Conveyor Drive Package 1.500,2,EA,4415.38,8830.76,2336.18,Price List A,2025-06-18,06/19/2025,2,Shipped,KBD-CUST0008-S1
SO-26337,1,SPRO-1087,Sprocket 1/2-13,100,EA,65.04,6504.0,44.550000000000004,Price List A ,25-Jun-2025,2025-06-25,100,Shipped,KBD-CUST0008-S1
SO-26338,1,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",12,EA,10.93,131.16,10.25,Price List D,2025-09-01,09/08/25,12,Shipped,KBD-CUST0018-S1
SO-26339,1,ROLL-1044,Roller Chain ANSI #80 ,5,EA,229.17,1145.85,140.68,Price List C,"Jan 07, 2026",2026-01-07,5,Shipped,KBD-CUST0029-S1
SO-26339,2,GAT-B62,Hi-Power II V-belt B62,4,EA,17.6,70.4,12.7,Price List C,2025-12-31,2025-12-31,4,Shipped,KBD-CUST0029-S1
SO-26340,1,SHEA-1064,Sheave / Pulley M12,1,EA,216.6,216.6,139.88,Price List B,13-Dec-2025,2025-12-13,1,Shipped,KBD-CUST0032-S1
SO-26340 ,2,SHEA-1038,Sheave / Pulley 2.000,1,EA,482.49,482.49,295.28000000000003,Price List B,12/22/2025,2025-12-25,1,Shipped,KBD-CUST0032-S1
SO-26341,1,SHEA-1068,Sheave / Pulley 1/4-20,2,EA,274.97,549.94,180.78,Price List C,2026-03-04,2026-03-07,0,Open,KBD-CUST0031-S1
SO-26341,2,SPRO-1015,Sprocket 3/8-16 ,10,EA,93.97,939.7,74.58,Price List C,2026-02-22,2026-02-25,10,Shipped,KBD-CUST0031-S1
SO-26341,3,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,8688.61,8688.61,7046.72,Price List C,2026-03-08,2026-03-08,1,Shipped,KBD-CUST0031-S1
SO-26341,4,SPRO-1076,Sprocket 5/16-18,1,EA,17.16,17.16,13.24,Price List C,01-Mar-2026,2026-03-08,0,Backordered,KBD-CUST0031-S1
SO-26342,1,SPRO-1061,Sprocket #50,50,EA,115.25,5762.5,87.28,Price List B,2025-04-26,2025-05-03,50,Shipped,KBD-CUST0023-S1
SO-26342,2,AC-1085,AC Motor TEFC M6,5,EA,507.31,2536.55,365.76,Price List B ,2025-04-28,2025-04-28,5,Shipped,KBD-CUST0023-S1
SO-26342,3,GEAR-1080,Gear Reducer #60,5,EA,2425.4,12127.0,1484.33,Price List B,2025-04-29,2025-05-02 ,0,Backordered,KBD-CUST0023-S1
SO-26342,4,AC-1054,AC Motor TEFC 1.500,5,EA,2553.61,12768.05,1828.58,Price List B,2025-05-03,2025-05-06,5,Shipped,KBD-CUST0023-S1
SO-26342,5,SHEA-1007,Sheave / Pulley 2.000,2,EA,201.21,402.42,129.94,Price List B,2025-05-16,2025-05-19,2,Shipped,KBD-CUST0023-S1
SO-26343,1,SPRO-1047,Sprocket #80,1,EA,21.2,21.2,13.77,Price List C,2025-06-12,2025-06-13,1,Shipped,KBD-CUST0031-S1
SO-26343,2,ROLL-1021,Roller Chain ANSI 5/16-18,10,EA,139.04,1390.4,81.74,Price List C,2025-06-19,2025-06-26,10,Shipped,KBD-CUST0031-S1
SO-26343,3,TIMI-1030,Timing Belt 1/2-13,6,EA,100.01,600.06,66.14,Price List C,2025-06-17,06/17/25,6,Shipped,KBD-CUST0031-S1
SO-26343,4,SPRO-1055,Sprocket #50,6,EA,35.15,210.9,26.94,Price List C,2025-06-20,2025-06-20,6,Shipped,KBD-CUST0031-S1
SO-26344,1,GEAR-1016,Gear Reducer size 6,1,EA,3375.24,3375.24,2265.26,Price List A,2025-06-26,2025-06-27,1,Shipped,KBD-CUST0003-S1
SO-26344,2,CONV-1023,Conveyor Drive Package 3/4-10,3,EA,6500.83,19502.49,3652.15,Price List A,2025-06-15,2025-06-15,3,Shipped,KBD-CUST0003-S1
SO-26344,3,CONV-1022,Conveyor Drive Package 1.375,1,EA,2929.51,2929.51,2154.05,Price List A,2025-06-30,06/30/25,1,Shipped,KBD-CUST0003-S1
SO-26344,4,TIMI-1056,Timing Belt 5/16-18,2,EA,27.88,55.76,17.21,Price List A,2025-06-18,2025-06-18,2,Shipped,KBD-CUST0003-S1
SO-26344,5,SPRO-1009,Sprocket size 8,4,EA,42.7,170.8,24.54,Price List A,2025-06-10,2025-06-17,4,Shipped,KBD-CUST0003-S1
SO-26345,1,CONV-1065,Conveyor Drive Package #80,1,EA,4551.33,4551.33,2903.56,Price List B,2025-05-27,2025-06-03,1,Shipped,KBD-CUST0030-S1
SO-26345,2,CONV-1023,Conveyor Drive Package 3/4-10,5,EA,5558.21,27791.05,3652.15,Manual override,2025-06-04,2025-06-11,5,Shipped,KBD-CUST0030-S1
SO-26345,3,SPRO-1061,Sprocket #50,25,EA,115.25,2881.25,87.28,Price List B,2025-06-06,06/07/2025,25,Shipped,KBD-CUST0030-S1
SO-26345 ,4,SHEA-1072,Sheave / Pulley 3/8-16,2,EA,128.69,257.38,101.96000000000001,Manual override,2025-05-30,2025-05-30,2,Shipped,KBD-CUST0030-S1
SO-26346,1,CONV-1043,Conveyor Drive Package 1.375,1,EA,2622.13,2622.13,1971.53,Price List B,2026-02-16,2026-02-16,1,Shipped,KBD-CUST0023-S1
SO-26346,2,GEAR-1060,Gear Reducer #60,1,EA,4686.22,4686.22,3102.4300000000003,Price List B,2026-02-27,2026-02-28,0,Backordered,KBD-CUST0023-S1
SO-26347,1,SPRO-1027 ,Sprocket 1/4-20,200,EA,91.94,18388.0,77.98,Price List C,2026-04-13,2026-04-14,0,Open,KBD-CUST0012-S1
SO-26347,2,SHEA-1025,Sheave / Pulley size 4,1,EA,238.31,238.31,153.95000000000002,Price List C,04/11/26,2026-04-11,0,Backordered,KBD-CUST0012-S1
SO-26347,3,GEAR-1073,Gear Reducer 5/16-18,5,EA,2634.76,13173.8,1938.75,Price List C,2026-04-01,2026-04-01,0,Open,KBD-CUST0012-S1
SO-26347,4,GEAR-1080,Gear Reducer #60,2,EA,2297.75,4595.5,1484.33,Price List C,2026-04-10,2026-04-10,0,Open,KBD-CUST0012-S1
SO-26348,1,SPRO-1002,Sprocket 1/4-20,2,EA,77.74,155.48,65.84,Price List D,2026-01-26,27-Jan-2026,0,Open,KBD-CUST0004-S1
SO-26348,2,AC-1063,AC Motor TEFC 3/4-10,2,EA ,1842.95,3685.9,1677.24,Price List D,2026-01-12,01/12/2026,0,Open,KBD-CUST0004-S1
SO-26349,1,TIMI-1071,Timing Belt 5/8-11,10,EA,107.11,1071.1,74.85000000000001,Price List C,2025-12-07,2025-12-14,10,Shipped,KBD-CUST0029-S1
SO-26349,2,GEAR-1084,Gear Reducer M6,1,EA,5318.78,5318.78,3456.0,Price List C,2025-12-03,2025-12-03,0,Open,KBD-CUST0029-S1
SO-26349,3,SPRO-1011,Sprocket #60,2,EA,201.54,403.08,118.48,Price List C,26-Nov-2025,2025-11-26,2,Shipped,KBD-CUST0029-S1
SO-26350,1,CONV-1043,Conveyor Drive Package 1.375,5,EA,2484.13,12420.65,1971.53,Price List C,2026-02-15,2026-02-15,5,Shipped,KBD-CUST0026-S1
SO-26350,2,AC-1063,AC Motor TEFC 3/4-10,3,EA,2022.75,6068.25,1677.24,Price List C,02/09/2026,2026-02-12,3,Shipped,KBD-CUST0026-S1
SO-26350,3,MOUN-1031,Mounted Ball Bearing Unit 1.500,50,EA,52.7,2635.0,38.78,Price List C ,02/26/2026,2026-02-26,50,Shipped,KBD-CUST0026-S1
SO-26350,4,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,1,EA,199.14,199.14,135.75,Price List C,2026-02-13,2026-02-13,1,Shipped,KBD-CUST0026-S1
SO-26350,5,TIMI-1075,Timing Belt 1.000,25,EA,96.26,2406.5,72.76,Price List C,2026-02-12,"Feb 12, 2026",25,Shipped,KBD-CUST0026-S1
SO-26351,1,SPRO-1061,Sprocket #50 ,50,EA,121.32,6066.0,87.28,Price List A,2025-12-15,2025-12-15,50,Shipped,KBD-CUST0008-S1
SO-26351,2,AC-1057,AC Motor TEFC M10,3,EA,1174.91,3524.73,687.08,Price List A,12/10/25,2025-12-17,3,Shipped ,KBD-CUST0008-S1
SO-26351,3,CONV-1023,Conveyor Drive Package 3/4-10,5,EA,6500.83,32504.15,3652.15,Price List A,2025-12-23,2025-12-24,0,Open,KBD-CUST0008-S1
SO-26352,1,SPRO-1011,Sprocket #60,1,EA,201.54,201.54,118.48,Price List C,2025-07-04,2025-07-04,1,Shipped,KBD-CUST0013-S1
SO-26352,2,SPRO-1078,Sprocket M6,25,EA,111.56,2789.0,69.25,Price List C,2025-06-20,2025-06-20,25,Shipped,KBD-CUST0013-S1
SO-26352,3,SHEA-1019 ,Sheave / Pulley M8,50,EA,157.35,7867.5,94.5,Price List C,2025-06-15,2025-06-15,50,Shipped,KBD-CUST0013-S1
SO-26352,4,ROLL-1079,Roller Chain ANSI M8,3,EA,152.43,457.29,102.65,Price List C,2025-06-21,2025-06-21,3,Shipped,KBD-CUST0013-S1
SO-26352,5,TIMI-1017,Timing Belt size 6,2,EA,67.52,135.04,50.69,Price List C,2025-07-08,2025-07-11,2,Shipped,KBD-CUST0013-S1
SO-26353,1,SPRO-1070,Sprocket M12,4,EA,38.17,152.68,22.96,Price List B,2025-12-25,2025-12-25,4,Shipped,KBD-CUST0006-S1
SO-26353,2,SPRO-1027,Sprocket 1/4-20,200,EA,97.04,19408.0,77.98,Price List B,2025-12-22 ,2025-12-22,200,Shipped,KBD-CUST0006-S1
SO-26353 ,3,CONV-1042,Conveyor Drive Package 2.000,1,EA,7254.37,7254.37,5159.58,Price List B,2025-12-16,2025-12-16,1,Shipped,KBD-CUST0006-S1
SO-26354,1,CONV-1042,Conveyor Drive Package 2.000,2,EA ,6261.67,12523.34,5159.58,Price List D,2025-08-14,2025-08-15,0,Backordered,KBD-CUST0011-S1
SO-26355,1,SHEA-1003,Sheave / Pulley #50,3,EA,246.27,738.81,235.72,Manual override,2026-02-25,2026-02-26,3,Shipped,KBD-CUST0004-S1
SO-26355,2,SHEA-1077,Sheave / Pulley #60,10,EA,98.66,986.6,67.98,Price List D,2026-03-03,2026-03-10,10,Shipped,KBD-CUST0004-S1
SO-26355,3,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,139.38,139.38,109.13,Manual override,2026-02-21,2026-02-22,1,Shipped,KBD-CUST0004-S1
SO-26356,1,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,3,EA,210.21,630.63,135.75,Price List B,2025-05-07,2025-05-07,3,Shipped,KBD-CUST0015-S1 
SO-26356,2,AC-1057,AC Motor TEFC M10,1,EA,1116.16,1116.16,687.08,Price List B,2025-04-22,2025-04-22,1,Shipped,KBD-CUST0015-S1
SO-26357,1,CONV-1023,Conveyor Drive Package 3/4-10,1,EA,6500.83,6500.83,3652.15,Price List A ,2025-12-26,2025-12-29,1,Shipped,KBD-CUST0003-S1
SO-26357,2,SPRO-1055,Sprocket #50,100,EA,33.59,3359.0,26.94,Manual override,2025-12-28,2026-01-04,100,Shipped,KBD-CUST0003-S1
SO-26357,3,AC-1074,AC Motor TEFC M8,5,EA,2760.81,13804.05,1663.14,Price List A,2025-12-30,30-Dec-2025,5,Shipped,KBD-CUST0003-S1
SO-26357,4,TIMI-1014,Timing Belt 1.000,25,EA,84.12,2103.0,49.480000000000004,Price List A,2025-12-28 ,2025-12-28,25,Shipped,KBD-CUST0003-S1
SO-26358,1,ROLL-1021,Roller Chain ANSI 5/16-18,4,EA,146.77,587.08,81.74,Price List B,2025-10-15,2025-10-15,0,Open,KBD-CUST0015-S1
SO-26358,2,AC-1074,AC Motor TEFC M8,5,EA,2622.77,13113.85,1663.14,Price List B,2025-10-26,2025-11-02,5,Shipped,KBD-CUST0015-S1
SO-26358,3,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,9171.31,9171.31,7046.72,Price List B,2025-10-26,26-Oct-2025,1,Shipped,KBD-CUST0015-S1
SO-26358,4,SPRO-1061,Sprocket #50,2,EA,115.25,230.5,87.28,Price List B,2025-10-02,2025-10-02,2,Shipped,KBD-CUST0015-S1
SO-26359,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,200,EA,74.96,14992.0,61.24,Price List C,2025-07-10,2025-07-17,0,Open,KBD-CUST0016-S1
SO-26359,2,SPRO-1041,Sprocket M6,50,EA,57.91,2895.5,35.35,Price List C,2025-07-22,2025-07-23,50,Shipped,KBD-CUST0016-S1
SO-26359,3,CONV-1043,Conveyor Drive Package 1.375,1,EA,2484.13,2484.13,1971.53,Price List C,2025-07-20,2025-07-20,1,Shipped,KBD-CUST0016-S1
SO-26359 ,4,SPRO-1087,Sprocket 1/2-13,1,EA,58.54,58.54,44.550000000000004,Price List C,28-Jul-2025,07/28/2025,1,Shipped,KBD-CUST0016-S1
SO-26360,1,GEAR-1066,Gear Reducer 1.000,3,EA,1271.04,3813.12,1270.02,KBD-CPA006,2025-10-30,10/31/25,3,Shipped,KBD-CUST0001-S1
SO-26360,2,SHEA-1019,Sheave / Pulley M8,12,EA,143.36,1720.32,94.5,Price List D,2025-11-09,2025-11-09,12,Shipped,KBD-CUST0001-S1
SO-26360,3,TIMI-1014,Timing Belt 1.000,100,EA,68.98,6898.0,49.480000000000004,Price List D ,2025-11-12,2025-11-12 ,100,Shipped,KBD-CUST0001-S1
SO-26361,1,AC-1063,AC Motor TEFC 3/4-10 ,5,EA,2247.5,11237.5,1677.24,Price List A,2026-02-24,2026-02-24,5,Shipped,KBD-CUST0024-S1
SO-26361,2,SPRO-1078,Sprocket M6,6,EA,123.96,743.76,69.25,Price List A,2026-03-12,2026-03-12,6,Shipped,KBD-CUST0024-S1
SO-26361,3,SPRO-1009,Sprocket size 8,4,EA,42.7,170.8,24.54,Price List A,2026-03-17,2026-03-17,0,Open,KBD-CUST0024-S1
SO-26362,1,SPRO-1047,Sprocket #80,200,EA,23.55,4710.0,13.77,Price List A,2025-08-09,2025-08-10,200,Shipped,KBD-CUST0017-S1
SO-26362,2,CONV-1042,Conveyor Drive Package 2.000,1,EA,7636.18,7636.18,5159.58,Price List A,2025-08-14,2025-08-15,1,Shipped,KBD-CUST0017-S1
SO-26363,1,SPRO-1009,Sprocket size 8,6,EA,40.56,243.36,24.54,Price List B,2025-05-29,2025-05-29,6,Shipped,KBD-CUST0023-S1
SO-26363,2,MOUN-1029,Mounted Ball Bearing Unit 1.500,2,EA,136.89,273.78,86.28,Price List B,2025-06-01,2025-06-08,2,Shipped,KBD-CUST0023-S1
SO-26364,1,ROLL-1053,Roller Chain ANSI #80,1,EA,122.44,122.44,86.10000000000001,Price List C,2025-05-11,2025-05-18,1,Shipped,KBD-CUST0013-S1
SO-26364,2,GAT-B62,Hi-Power II V-belt B62,50,EA,17.6,880.0,12.7,Price List C,2025-05-15,2025-05-15,50,Shipped,KBD-CUST0013-S1
SO-26364,3,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",6,EA,4.6,27.6,3.55,Price List C,2025-05-25,06/01/25,6,Shipped,KBD-CUST0013-S1
SO-26364,4,ROLL-1012,Roller Chain ANSI 2.000,25,EA,56.02,1400.5,47.52,Price List C,2025-05-12,05/13/2025,25,Shipped,KBD-CUST0013-S1
SO-26365,1,CONV-1051,Conveyor Drive Package 1/4-20,1,EA,6138.42,6138.42,4147.58,Price List A,2025-11-25,2025-11-26,1,Shipped,KBD-CUST0017-S1
SO-26365,2,SPRO-1002,Sprocket 1/4-20,10,EA,94.81,948.1,65.84,Price List A,2025-11-23,2025-11-24,0,Open,KBD-CUST0017-S1 
SO-26366,1,ROLL-1021,Roller Chain ANSI 5/16-18,25,EA,126.68,3167.0,81.74,Price List D,2025-07-18,07/21/25,25,Shipped,KBD-CUST0018-S1
SO-26366,2,GEAR-1080,Gear Reducer #60,3,EA,2093.5,6280.5,1484.33,Price List D,2025-07-22,"Jul 22, 2025",3,Shipped,KBD-CUST0018-S1
SO-26367,1,CONV-1013,Conveyor Drive Package 1.500,2,EA,4194.61,8389.22,2336.18,Price List B,2026-02-11,2026-02-11,2,Shipped,KBD-CUST0030-S1
SO-26367,2,CONV-1065,Conveyor Drive Package #80,5,EA,4551.33,22756.65,2903.56,Price List B,2026-01-28 ,2026-01-28 ,5,Shipped,KBD-CUST0030-S1
SO-26367,3,SHEA-1082,Sheave / Pulley 1/4-20,2,EA,301.38,602.76,186.61,Price List B,25-Jan-2026,2026-01-26,2,Shipped,KBD-CUST0030-S1
SO-26367,4,ROLL-1026,Roller Chain ANSI #50,5,EA,225.86,1129.3,129.92000000000002,Price List B,2026-01-24,2026-01-31,5,Shipped,KBD-CUST0030-S1
SO-26368,1,AC-1086,AC Motor TEFC 5/16-18,5,EA,3793.1,18965.5,2390.86,Price List B,2025-12-26,2025-12-29,0,Open,KBD-CUST0030-S1
